I210911 19:12:54.677410 1 util/log/file_sync_buffer.go:238 ⋮ [config]   file created at: 2021/09/11 19:12:54
I210911 19:13:14.933393 918 kv/kvserver/replica_raftstorage.go:845 ⋮ [n2,s2,r27/2:{-}] 97  applying snapshot of type INITIAL [id=‹b87076b9› index=16]
I210911 19:13:14.937572 918 kv/kvserver/replica_raftstorage.go:866 ⋮ [n2,s2,r27/2:‹/{NamespaceTab…-Table/32}›] 98  applied snapshot of type INITIAL [‹total=4ms›‹›‹ingestion=6@4ms›id=‹b87076b9› index=16]
I210911 19:13:14.981270 952 kv/kvserver/replica_raftstorage.go:845 ⋮ [n2,s2,r11/2:{-}] 99  applying snapshot of type INITIAL [id=‹793fd246› index=16]
I210911 19:13:14.985087 952 kv/kvserver/replica_raftstorage.go:866 ⋮ [n2,s2,r11/2:‹/Table/1{5-6}›] 100  applied snapshot of type INITIAL [‹total=4ms›‹›‹ingestion=6@3ms›id=‹793fd246› index=16]
I210911 19:13:15.098417 989 kv/kvserver/replica_raftstorage.go:845 ⋮ [n2,s2,r3/2:{-}] 101  applying snapshot of type INITIAL [id=‹3af3dbac› index=43]
I210911 19:13:15.122532 989 kv/kvserver/replica_raftstorage.go:866 ⋮ [n2,s2,r3/2:‹/System/{NodeLive…-tsd}›] 102  applied snapshot of type INITIAL [‹total=24ms›‹›‹ingestion=6@19ms›id=‹3af3dbac› index=43]
I210911 19:13:15.168123 1041 kv/kvserver/replica_raftstorage.go:845 ⋮ [n2,s2,r9/2:{-}] 103  applying snapshot of type INITIAL [id=‹7fc42531› index=98]
I210911 19:13:15.172807 1041 kv/kvserver/replica_raftstorage.go:866 ⋮ [n2,s2,r9/2:‹/Table/1{3-4}›] 104  applied snapshot of type INITIAL [‹total=5ms›‹›‹ingestion=6@4ms›id=‹7fc42531› index=98]
I210911 19:13:15.291965 1070 kv/kvserver/replica_raftstorage.go:845 ⋮ [n2,s2,r30/2:{-}] 105  applying snapshot of type INITIAL [id=‹e38cb094› index=18]
I210911 19:13:15.306505 1070 kv/kvserver/replica_raftstorage.go:866 ⋮ [n2,s2,r30/2:‹/Table/3{4-5}›] 106  applied snapshot of type INITIAL [‹total=14ms›‹›‹ingestion=6@14ms›id=‹e38cb094› index=18]
I210911 19:13:15.447493 536 server/diagnostics/update_checker.go:144 ⋮ [n2] 107  a new version is available: ‹21.1.8›, details: ‹https://www.cockroachlabs.com/docs/releases/v21.1.8.html›
I210911 19:13:16.229352 397 1@gossip/gossip.go:1505 ⋮ [n2] 108  node has connected to cluster via gossip
I210911 19:13:16.230063 397 kv/kvserver/stores.go:269 ⋮ [n2] 109  wrote 2 node addresses to persistent storage
I210911 19:13:16.608606 1228 kv/kvserver/replica_raftstorage.go:845 ⋮ [n2,s2,r6/2:{-}] 110  applying snapshot of type INITIAL [id=‹e720a875› index=34]
I210911 19:13:16.615091 1228 kv/kvserver/replica_raftstorage.go:866 ⋮ [n2,s2,r6/2:‹/Table/{SystemCon…-11}›] 111  applied snapshot of type INITIAL [‹total=6ms›‹›‹ingestion=6@6ms›id=‹e720a875› index=34]
I210911 19:13:18.608190 1401 kv/kvserver/replica_raftstorage.go:845 ⋮ [n2,s2,r25/2:{-}] 112  applying snapshot of type INITIAL [id=‹2292ce1e› index=17]
I210911 19:13:18.613728 1401 kv/kvserver/replica_raftstorage.go:866 ⋮ [n2,s2,r25/2:‹/{Table/29-NamespaceTab…}›] 113  applied snapshot of type INITIAL [‹total=5ms›‹›‹ingestion=6@5ms›id=‹2292ce1e› index=17]
I210911 19:13:19.637547 1516 kv/kvserver/replica_raftstorage.go:845 ⋮ [n2,s2,r23/3:{-}] 114  applying snapshot of type INITIAL [id=‹9b49bacb› index=21]
I210911 19:13:19.643245 1516 kv/kvserver/replica_raftstorage.go:866 ⋮ [n2,s2,r23/3:‹/Table/2{7-8}›] 115  applied snapshot of type INITIAL [‹total=6ms›‹›‹ingestion=6@5ms›id=‹9b49bacb› index=21]
I210911 19:13:20.608079 1611 kv/kvserver/replica_raftstorage.go:845 ⋮ [n2,s2,r20/2:{-}] 116  applying snapshot of type INITIAL [id=‹b3067a99› index=17]
I210911 19:13:20.613410 1611 kv/kvserver/replica_raftstorage.go:866 ⋮ [n2,s2,r20/2:‹/Table/2{4-5}›] 117  applied snapshot of type INITIAL [‹total=5ms›‹›‹ingestion=6@5ms›id=‹b3067a99› index=17]
I210911 19:13:21.625673 1719 kv/kvserver/replica_raftstorage.go:845 ⋮ [n2,s2,r14/2:{-}] 118  applying snapshot of type INITIAL [id=‹294d0839› index=17]
I210911 19:13:21.631658 1719 kv/kvserver/replica_raftstorage.go:866 ⋮ [n2,s2,r14/2:‹/Table/1{8-9}›] 119  applied snapshot of type INITIAL [‹total=6ms›‹›‹ingestion=6@5ms›id=‹294d0839› index=17]
I210911 19:13:22.605917 1823 kv/kvserver/replica_raftstorage.go:845 ⋮ [n2,s2,r2/2:{-}] 120  applying snapshot of type INITIAL [id=‹754eb62a› index=33]
I210911 19:13:22.611642 1823 kv/kvserver/replica_raftstorage.go:866 ⋮ [n2,s2,r2/2:‹/System/NodeLiveness{-Max}›] 121  applied snapshot of type INITIAL [‹total=6ms›‹›‹ingestion=6@5ms›id=‹754eb62a› index=33]
I210911 19:13:23.645195 1945 kv/kvserver/replica_raftstorage.go:845 ⋮ [n2,s2,r13/3:{-}] 122  applying snapshot of type INITIAL [id=‹2455a0c8› index=21]
I210911 19:13:23.651647 1945 kv/kvserver/replica_raftstorage.go:866 ⋮ [n2,s2,r13/3:‹/Table/1{7-8}›] 123  applied snapshot of type INITIAL [‹total=6ms›‹›‹ingestion=6@6ms›id=‹2455a0c8› index=21]
I210911 19:13:23.759729 440 2@server/status/runtime.go:569 ⋮ [n2] 124  runtime stats: 148 MiB RSS, 211 goroutines (stacks: 3.3 MiB), 27 MiB/53 MiB Go alloc/total (heap fragmentation: 6.9 MiB, heap reserved: 7.3 MiB, heap released: 19 MiB), 5.5 MiB/6.9 MiB CGO alloc/total (0.0 CGO/sec), 0.0/0.0 %(u/s)time, 0.0 %gc (0x), 1.6 MiB/1.5 MiB (r/w)net
I210911 19:13:25.627053 2156 kv/kvserver/replica_raftstorage.go:845 ⋮ [n2,s2,r1/2:{-}] 125  applying snapshot of type INITIAL [id=‹d0b4a9b7› index=185]
I210911 19:13:25.641094 2156 kv/kvserver/replica_raftstorage.go:866 ⋮ [n2,s2,r1/2:‹/{Min-System/NodeL…}›] 126  applied snapshot of type INITIAL [‹total=14ms›‹›‹ingestion=6@13ms›id=‹d0b4a9b7› index=185]
I210911 19:13:27.614071 2337 kv/kvserver/replica_raftstorage.go:845 ⋮ [n2,s2,r21/2:{-}] 127  applying snapshot of type INITIAL [id=‹646b138c› index=17]
I210911 19:13:27.621172 2337 kv/kvserver/replica_raftstorage.go:866 ⋮ [n2,s2,r21/2:‹/Table/2{5-6}›] 128  applied snapshot of type INITIAL [‹total=7ms›‹›‹ingestion=6@6ms›id=‹646b138c› index=17]
I210911 19:13:28.673198 2469 kv/kvserver/replica_raftstorage.go:845 ⋮ [n2,s2,r15/3:{-}] 129  applying snapshot of type INITIAL [id=‹27a08e0d› index=21]
I210911 19:13:28.679193 2469 kv/kvserver/replica_raftstorage.go:866 ⋮ [n2,s2,r15/3:‹/Table/{19-20}›] 130  applied snapshot of type INITIAL [‹total=6ms›‹›‹ingestion=6@5ms›id=‹27a08e0d› index=21]
I210911 19:13:29.618541 2571 kv/kvserver/replica_raftstorage.go:845 ⋮ [n2,s2,r34/2:{-}] 131  applying snapshot of type INITIAL [id=‹2f053013› index=17]
I210911 19:13:29.627683 2571 kv/kvserver/replica_raftstorage.go:866 ⋮ [n2,s2,r34/2:‹/Table/3{8-9}›] 132  applied snapshot of type INITIAL [‹total=9ms›‹›‹ingestion=6@8ms›id=‹2f053013› index=17]
I210911 19:13:33.708638 2896 kv/kvserver/replica_raftstorage.go:845 ⋮ [n2,s2,r18/3:{-}] 133  applying snapshot of type INITIAL [id=‹3097f7a7› index=21]
I210911 19:13:33.717052 2896 kv/kvserver/replica_raftstorage.go:866 ⋮ [n2,s2,r18/3:‹/Table/2{2-3}›] 134  applied snapshot of type INITIAL [‹total=8ms›‹›‹ingestion=6@8ms›id=‹3097f7a7› index=21]
I210911 19:13:33.759610 436 kv/kvserver/store.go:2674 ⋮ [n2,s2] 135  
I210911 19:13:33.759610 436 kv/kvserver/store.go:2674 ⋮ [n2,s2] 135 +__level_____count____size___score______in__ingest(sz_cnt)____move(sz_cnt)___write(sz_cnt)____read___r-amp___w-amp
I210911 19:13:33.759610 436 kv/kvserver/store.go:2674 ⋮ [n2,s2] 135 +    WAL         1   7.9 K       -   688 K       -       -       -       -   700 K       -       -       -     1.0
I210911 19:13:33.759610 436 kv/kvserver/store.go:2674 ⋮ [n2,s2] 135 +      0         0     0 B    0.00   693 K   138 K     106     0 B       0   190 K      25     0 B       0     0.3
